Instant,Riders,Season,Month,Hour,Holiday,Weekday,Workday,Weather,Temperature,Humidity,Wind
3660,188,2,6,9,0,1,1,1,81,.58,.1642
3661,95,2,6,10,0,1,1,1,82,.51,.2239
3662,111,2,6,11,0,1,1,1,82,.42,.1343
3663,153,2,6,12,0,1,1,1,82,.37,.1642
3664,180,2,6,13,0,1,1,1,84,.35,0
3665,145,2,6,14,0,1,1,1,84,.31,.1343
3666,165,2,6,15,0,1,1,1,86,.29,.194
3667,267,2,6,16,0,1,1,1,82,.33,.1343
3668,579,2,6,17,0,1,1,1,84,.33,.2836
3669,556,2,6,18,0,1,1,1,82,.31,.1343
3670,407,2,6,19,0,1,1,1,82,.54,.194
3671,336,2,6,20,0,1,1,1,79,.61,.1343
3672,189,2,6,21,0,1,1,1,77,.57,.0896
3673,173,2,6,22,0,1,1,1,77,.61,.0896
3674,60,2,6,23,0,1,1,1,75,.69,.0896
3675,20,2,6,0,0,2,1,1,75,.65,.0896
3676,4,2,6,1,0,2,1,1,75,.69,.1343
3677,5,2,6,2,0,2,1,1,73,.73,.0896
3678,2,2,6,3,0,2,1,1,73,.73,.0896
3679,5,2,6,4,0,2,1,1,68,.83,.1343
3680,32,2,6,5,0,2,1,1,68,.88,.1642
3681,126,2,6,6,0,2,1,1,72,.78,.1343
3682,334,2,6,7,0,2,1,2,75,.69,.194
3683,477,2,6,8,0,2,1,2,79,.61,.1343
3684,217,2,6,9,0,2,1,2,82,.58,.2239
3685,123,2,6,10,0,2,1,2,84,.48,.194
3686,151,2,6,11,0,2,1,2,86,.52,.2537
3687,183,2,6,12,0,2,1,2,90,.46,.2836
3688,196,2,6,13,0,2,1,2,90,.43,.2537
3689,146,2,6,14,0,2,1,2,90,.43,.2836
3690,183,2,6,15,0,2,1,2,91,.41,.3284
3691,308,2,6,16,0,2,1,1,88,.38,.2239
3692,539,2,6,17,0,2,1,1,90,.43,.2537
3693,551,2,6,18,0,2,1,1,86,.46,.2836
3694,424,2,6,19,0,2,1,1,84,.48,.2537
3695,346,2,6,20,0,2,1,1,84,.56,.1343
3696,218,2,6,21,0,2,1,1,84,.7,.1343
3697,153,2,6,22,0,2,1,1,81,.65,.1343
3698,90,2,6,23,0,2,1,1,79,.79,.1045
3699,41,2,6,0,0,3,1,1,73,.89,.1343
3700,23,2,6,1,0,3,1,1,75,.78,0
3701,7,2,6,2,0,3,1,1,72,.89,.0896
3702,3,2,6,3,0,3,1,1,72,.89,.0896
3703,6,2,6,4,0,3,1,1,72,.83,0
3704,21,2,6,5,0,3,1,1,70,.88,0
3705,116,2,6,6,0,3,1,1,72,.89,.1343
3706,353,2,6,7,0,3,1,1,77,.74,.1045
3707,481,2,6,8,0,3,1,1,88,.58,.1642
3708,202,2,6,9,0,3,1,1,88,.58,.1642
3709,90,2,6,10,0,3,1,1,91,.43,.2239
3710,134,2,6,11,0,3,1,1,93,.41,.194
3711,149,2,6,12,0,3,1,1,100,.42,.1343
3712,136,2,6,13,0,3,1,1,104,.42,0
3713,155,2,6,14,0,3,1,1,108,.4,.2537
3714,128,2,6,15,0,3,1,1,108,.4,.1642
3715,233,2,6,16,0,3,1,1,108,.4,.2239
3716,506,2,6,17,0,3,1,1,104,.35,.2239
3717,459,2,6,18,0,3,1,1,100,.37,.2239
3718,384,2,6,19,0,3,1,1,99,.59,.1343
3719,280,2,6,20,0,3,1,1,97,.63,.1343
3720,202,2,6,21,0,3,1,1,99,.66,.1343
3721,176,2,6,22,0,3,1,1,91,.75,.1642
3722,116,2,6,23,0,3,1,1,91,.75,.194
3723,47,2,6,0,0,4,1,2,88,.79,.1343
3724,16,2,6,1,0,4,1,1,88,.79,.1045
3725,6,2,6,2,0,4,1,2,88,.84,.1642
3726,2,2,6,3,0,4,1,2,88,.84,.1045
3727,6,2,6,4,0,4,1,2,86,.79,.0896
3728,20,2,6,5,0,4,1,2,82,.84,0
3729,118,2,6,6,0,4,1,2,88,.84,.0896
3730,314,2,6,7,0,4,1,2,86,.79,.1343
3731,432,2,6,8,0,4,1,2,90,.7,.1045
3732,168,2,6,9,0,4,1,1,97,.49,0
3733,94,2,6,10,0,4,1,1,100,.5,.2836
3734,118,2,6,11,0,4,1,1,104,.42,.2239
3735,140,2,6,12,0,4,1,1,104,.35,.194
3736,136,2,6,13,0,4,1,1,100,.37,.0896
3737,118,2,6,14,0,4,1,1,108,.4,.194
3738,104,2,6,15,0,4,1,1,102,.31,.1642
3739,200,2,6,16,0,4,1,1,102,.33,.1343
3740,409,2,6,17,0,4,1,1,100,.37,.2537
3741,466,2,6,18,0,4,1,1,99,.39,.2836
3742,326,2,6,19,0,4,1,2,91,.39,.3284
3743,254,2,6,20,0,4,1,2,90,.43,.194
3744,171,2,6,21,0,4,1,3,86,.52,0
3745,153,2,6,22,0,4,1,2,84,.58,.1642
3746,97,2,6,23,0,4,1,2,86,.57,.1642
3747,69,2,6,0,0,5,1,3,81,.65,.2239
3748,23,2,6,1,0,5,1,3,81,.65,.2239
3749,13,2,6,2,0,5,1,1,79,.69,.1642
3750,6,2,6,3,0,5,1,1,79,.69,.1642
3751,4,2,6,4,0,5,1,1,75,.78,.1642
3752,28,2,6,5,0,5,1,1,75,.78,.1642
3753,104,2,6,6,0,5,1,1,75,.78,.0896
3754,267,2,6,7,0,5,1,1,84,.66,.1045
3755,452,2,6,8,0,5,1,1,84,.58,.1343
3756,213,2,6,9,0,5,1,1,86,.55,0
3757,111,2,6,10,0,5,1,1,88,.52,0
3758,153,2,6,11,0,5,1,1,93,.46,0
3759,207,2,6,12,0,5,1,1,93,.44,.1343
3760,189,2,6,13,0,5,1,1,93,.44,.1045
3761,165,2,6,14,0,5,1,1,95,.39,0
3762,212,2,6,15,0,5,1,1,93,.44,.1045
3763,285,2,6,16,0,5,1,1,97,.56,.2985
3764,517,2,6,17,0,5,1,1,95,.52,.2239
3765,463,2,6,18,0,5,1,1,95,.59,.2239
3766,306,2,6,19,0,5,1,1,91,.59,.194
3767,250,2,6,20,0,5,1,1,88,.62,.1045
3768,218,2,6,21,0,5,1,1,90,.66,.1343
3769,185,2,6,22,0,5,1,1,86,.74,.2537
3770,146,2,6,23,0,5,1,1,86,.74,.1642
3771,117,2,6,0,0,6,0,1,82,.79,.1343
3772,77,2,6,1,0,6,0,1,82,.79,.0896
3773,60,2,6,2,0,6,0,1,82,.79,.1045
3774,28,2,6,3,0,6,0,1,79,.83,.0896
3775,13,2,6,4,0,6,0,1,79,.79,.0896
3776,16,2,6,5,0,6,0,1,79,.74,.1343
3777,40,2,6,6,0,6,0,1,81,.61,.1343
3778,68,2,6,7,0,6,0,1,82,.58,.194
3779,143,2,6,8,0,6,0,1,84,.58,.194
3780,230,2,6,9,0,6,0,1,84,.62,.1343
3781,264,2,6,10,0,6,0,1,84,.58,.1642
3782,325,2,6,11,0,6,0,1,88,.62,.1343
3783,347,2,6,12,0,6,0,1,93,.55,.2239
3784,387,2,6,13,0,6,0,1,93,.55,.194
3785,380,2,6,14,0,6,0,1,95,.49,.1045
3786,374,2,6,15,0,6,0,1,95,.49,.1045
3787,394,2,6,16,0,6,0,2,90,.46,.194
3788,337,2,6,17,0,6,0,2,84,.58,.1642
3789,286,2,6,18,0,6,0,2,84,.62,.1343
3790,264,2,6,19,0,6,0,1,81,.65,.194
3791,275,2,6,20,0,6,0,1,79,.74,.2537
3792,220,2,6,21,0,6,0,1,77,.74,.2239
3793,190,2,6,22,0,6,0,1,75,.78,.2239
3794,131,2,6,23,0,6,0,1,77,.74,.1045
3795,119,2,6,0,0,0,0,1,75,.78,.2239
3796,93,2,6,1,0,0,0,1,72,.83,.1045
3797,66,2,6,2,0,0,0,1,72,.89,.2537
3798,28,2,6,3,0,0,0,1,72,.89,.2836
3799,14,2,6,4,0,0,0,1,70,.88,.1642
3800,10,2,6,5,0,0,0,1,70,.88,.2239
3801,14,2,6,6,0,0,0,1,70,.88,.1045
3802,34,2,6,7,0,0,0,1,73,.78,.1045
3803,92,2,6,8,0,0,0,1,82,.74,0
3804,182,2,6,9,0,0,0,1,84,.66,0
3805,311,2,6,10,0,0,0,1,88,.58,.0896
3806,367,2,6,11,0,0,0,1,90,.55,.1045
3807,420,2,6,12,0,0,0,1,93,.46,0
3808,373,2,6,13,0,0,0,1,91,.59,.2836
3809,315,2,6,14,0,0,0,1,97,.56,.2537
3810,360,2,6,15,0,0,0,1,95,.59,.2985
3811,350,2,6,16,0,0,0,3,79,.83,.2836
3812,252,2,6,17,0,0,0,3,79,.83,.2836
3813,256,2,6,18,0,0,0,1,82,.74,.1642
3814,223,2,6,19,0,0,0,1,82,.74,.1045
3815,206,2,6,20,0,0,0,1,75,.83,.1642
3816,140,2,6,21,0,0,0,1,75,.83,.1045
3817,128,2,6,22,0,0,0,1,72,.83,.1343
3818,107,2,6,23,0,0,0,1,73,.78,.194
3819,28,2,6,0,0,1,1,1,73,.78,.1343
3820,16,2,6,1,0,1,1,1,75,.73,.2239
3821,10,2,6,2,0,1,1,1,73,.73,.2836
3822,7,2,6,3,0,1,1,1,75,.6,.4925
3823,4,2,6,4,0,1,1,1,66,.64,.2985
3824,29,2,6,5,0,1,1,1,64,.64,.3881
3825,105,2,6,6,0,1,1,1,64,.64,.4179
3826,328,2,6,7,0,1,1,1,66,.56,.3582
3827,476,2,6,8,0,1,1,1,68,.49,.4478
3828,224,2,6,9,0,1,1,1,77,.46,.3582
3829,118,2,6,10,0,1,1,1,77,.41,.3284
3830,159,2,6,11,0,1,1,1,77,.41,.2985
3831,196,2,6,12,0,1,1,1,77,.41,.2836
3832,227,2,6,13,0,1,1,1,79,.37,0
3833,200,2,6,14,0,1,1,1,79,.34,.2537
3834,185,2,6,15,0,1,1,1,79,.37,.4478
3835,326,2,6,16,0,1,1,1,79,.37,.4179
3836,601,2,6,17,0,1,1,1,79,.39,.3284
3837,586,2,6,18,0,1,1,1,79,.37,.3582
3838,423,2,6,19,0,1,1,1,77,.39,.2836
3839,331,2,6,20,0,1,1,1,77,.44,.2537
3840,218,2,6,21,0,1,1,1,77,.41,.2537
3841,134,2,6,22,0,1,1,1,77,.46,.2239
3842,89,2,6,23,0,1,1,1,77,.46,.194
3843,31,2,6,0,0,2,1,1,77,.49,.194
3844,13,2,6,1,0,2,1,1,77,.49,.2537
3845,10,2,6,2,0,2,1,1,77,.49,.2836
3846,2,2,6,3,0,2,1,1,68,.53,.3284
3847,3,2,6,4,0,2,1,1,64,.6,.2537
3848,26,2,6,5,0,2,1,1,64,.56,.3284
3849,113,2,6,6,0,2,1,1,64,.56,.2985
3850,365,2,6,7,0,2,1,1,66,.52,.4179
3851,486,2,6,8,0,2,1,1,68,.49,.3881
3852,193,2,6,9,0,2,1,1,77,.46,.194
3853,130,2,6,10,0,2,1,1,77,.46,.2239
3854,143,2,6,11,0,2,1,1,77,.41,.2836
3855,169,2,6,12,0,2,1,1,77,.41,.3582
3856,209,2,6,13,0,2,1,1,77,.44,.2239
3857,159,2,6,14,0,2,1,2,77,.47,.194
3858,178,2,6,15,0,2,1,1,77,.47,.1642
3859,330,2,6,16,0,2,1,1,79,.41,.194
3860,569,2,6,17,0,2,1,3,77,.5,.2836
3861,538,2,6,18,0,2,1,1,77,.51,.3284
3862,386,2,6,19,0,2,1,1,77,.5,.3582
3863,297,2,6,20,0,2,1,1,77,.56,.1642
3864,243,2,6,21,0,2,1,1,77,.56,.2985
3865,188,2,6,22,0,2,1,1,68,.6,.2239
3866,110,2,6,23,0,2,1,1,66,.68,.2239
3867,52,2,6,0,0,3,1,1,66,.64,.3582
3868,14,2,6,1,0,3,1,1,64,.64,.2836
3869,9,2,6,2,0,3,1,1,63,.63,.2239
3870,1,2,6,3,0,3,1,1,61,.68,.2537
3871,4,2,6,4,0,3,1,1,61,.63,.2836
3872,21,2,6,5,0,3,1,1,59,.67,.2836
3873,121,2,6,6,0,3,1,1,61,.63,.2537
3874,370,2,6,7,0,3,1,1,64,.6,.1343
3875,498,2,6,8,0,3,1,1,68,.53,.1343
3876,207,2,6,9,0,3,1,1,77,.49,0
3877,135,2,6,10,0,3,1,1,77,.47,.1642
3878,164,2,6,11,0,3,1,1,79,.36,0
3879,211,2,6,12,0,3,1,1,79,.34,.2239
3880,189,2,6,13,0,3,1,1,81,.28,.2836
3881,178,2,6,14,0,3,1,1,81,.28,0
3882,164,2,6,15,0,3,1,1,82,.27,0
3883,312,2,6,16,0,3,1,1,82,.27,.1343
3884,638,2,6,17,0,3,1,1,81,.28,.1045
3885,607,2,6,18,0,3,1,1,81,.32,.1343
3886,416,2,6,19,0,3,1,1,79,.37,.2836
3887,330,2,6,20,0,3,1,1,77,.44,.1642
3888,257,2,6,21,0,3,1,1,77,.47,.2239
3889,175,2,6,22,0,3,1,1,77,.5,.1045
3890,107,2,6,23,0,3,1,1,77,.53,0
3891,47,2,6,0,0,4,1,1,77,.56,.1045
3892,17,2,6,1,0,4,1,1,68,.6,0
3893,5,2,6,2,0,4,1,1,77,.56,.0896
3894,4,2,6,3,0,4,1,2,66,.73,.0896
3895,6,2,6,4,0,4,1,2,66,.68,.1045
3896,25,2,6,5,0,4,1,1,75,.64,.194
3897,112,2,6,6,0,4,1,3,68,.73,.1642
3898,188,2,6,7,0,4,1,3,66,.78,.1642
3899,388,2,6,8,0,4,1,2,73,.69,.1343
3900,261,2,6,9,0,4,1,2,75,.65,.194
3901,121,2,6,10,0,4,1,2,77,.61,.2537
3902,150,2,6,11,0,4,1,2,79,.61,.2985
3903,206,2,6,12,0,4,1,1,82,.54,.3881
3904,151,2,6,13,0,4,1,2,82,.54,.2537
3905,153,2,6,14,0,4,1,2,82,.54,.3284
3906,159,2,6,15,0,4,1,2,81,.61,.2985
3907,294,2,6,16,0,4,1,3,77,.69,.194
3908,272,2,6,17,0,4,1,2,73,.78,.1045
3909,325,2,6,18,0,4,1,1,72,.83,.2239
3910,327,2,6,19,0,4,1,1,72,.83,.2836
3911,201,2,6,20,0,4,1,1,72,.83,.3284
3912,188,2,6,21,0,4,1,3,72,.83,.2537
3913,151,2,6,22,0,4,1,3,72,.83,.2537
3914,16,2,6,23,0,4,1,3,70,.83,.2537
3915,24,2,6,0,0,5,1,1,66,.88,.0896
3916,23,2,6,1,0,5,1,1,66,.94,.1343
3917,13,2,6,2,0,5,1,1,66,.94,.1045
3918,6,2,6,3,0,5,1,1,66,.94,.1045
3919,6,2,6,4,0,5,1,1,64,.94,.1343
3920,13,2,6,5,0,5,1,1,64,1,0
3921,97,2,6,6,0,5,1,1,66,.94,0
3922,250,2,6,7,0,5,1,1,70,.83,0
3923,454,2,6,8,0,5,1,2,70,.83,0
3924,224,2,6,9,0,5,1,1,81,.58,.194
3925,170,2,6,10,0,5,1,1,81,.58,.194
3926,181,2,6,11,0,5,1,1,79,.69,.2537
3927,243,2,6,12,0,5,1,1,81,.65,.2537
3928,204,2,6,13,0,5,1,1,84,.62,.2836
3929,215,2,6,14,0,5,1,1,86,.52,.194
3930,243,2,6,15,0,5,1,1,86,.43,.2239
3931,355,2,6,16,0,5,1,1,84,.45,.1642
3932,552,2,6,17,0,5,1,3,84,.4,.194
3933,450,2,6,18,0,5,1,3,84,.4,.194
3934,328,2,6,19,0,5,1,3,72,.83,.2537
3935,232,2,6,20,0,5,1,1,73,.78,.1045
3936,208,2,6,21,0,5,1,1,73,.78,.0896
3937,175,2,6,22,0,5,1,1,70,.88,.1343
3938,178,2,6,23,0,5,1,1,72,.83,.1343
3939,104,2,6,0,0,6,0,1,70,.88,.1343
3940,95,2,6,1,0,6,0,1,72,.83,.1045
3941,53,2,6,2,0,6,0,1,68,.88,0
3942,20,2,6,3,0,6,0,1,68,.88,.0896
3943,5,2,6,4,0,6,0,1,68,.88,.0896
3944,7,2,6,5,0,6,0,1,72,.83,0
3945,27,2,6,6,0,6,0,1,72,.83,.1045
3946,57,2,6,7,0,6,0,1,73,.78,.1343
3947,131,2,6,8,0,6,0,1,75,.78,.0896
3948,218,2,6,9,0,6,0,1,81,.61,.2239
3949,244,2,6,10,0,6,0,1,84,.62,.194
3950,404,2,6,11,0,6,0,1,84,.62,.1343
3951,420,2,6,12,0,6,0,1,86,.66,.0896
3952,327,2,6,13,0,6,0,1,86,.55,0
3953,334,2,6,14,0,6,0,2,90,.46,.2836
3954,367,2,6,15,0,6,0,2,93,.46,.1343
3955,468,2,6,16,0,6,0,2,86,.52,.2239
3956,449,2,6,17,0,6,0,2,84,.48,.1642
3957,381,2,6,18,0,6,0,2,84,.55,.194
3958,326,2,6,19,0,6,0,2,82,.51,.1045
3959,188,2,6,20,0,6,0,2,82,.58,.1343
3960,183,2,6,21,0,6,0,2,84,.66,.1045
3961,161,2,6,22,0,6,0,2,84,.62,.1343
3962,150,2,6,23,0,6,0,2,84,.62,0
3963,89,2,6,0,0,0,0,1,81,.65,0
3964,76,2,6,1,0,0,0,2,81,.65,.0896
3965,72,2,6,2,0,0,0,1,79,.74,.0896
3966,30,2,6,3,0,0,0,2,75,.78,.1343
3967,17,2,6,4,0,0,0,2,77,.74,.1343
3968,19,2,6,5,0,0,0,2,75,.78,0
3969,33,2,6,6,0,0,0,2,75,.78,.1642
3970,71,2,6,7,0,0,0,2,75,.78,.1642
3971,84,2,6,8,0,0,0,3,79,.74,.1045
3972,169,2,6,9,0,0,0,2,79,.74,.1045
3973,244,2,6,10,0,0,0,2,81,.61,.1045
3974,377,2,6,11,0,0,0,2,82,.58,.0896
3975,396,2,6,12,0,0,0,2,84,.55,.0896
3976,363,2,6,13,0,0,0,2,82,.51,0
3977,317,2,6,14,0,0,0,3,84,.58,.1045
3978,362,2,6,15,0,0,0,2,84,.55,.1045
3979,378,2,6,16,0,0,0,2,84,.48,0
3980,397,2,6,17,0,0,0,1,82,.51,0
3981,296,2,6,18,0,0,0,2,84,.58,.0896
3982,311,2,6,19,0,0,0,1,84,.62,.1343
3983,232,2,6,20,0,0,0,1,81,.7,.194
3984,167,2,6,21,0,0,0,1,79,.79,.1343
3985,152,2,6,22,0,0,0,1,75,.78,.2239
3986,92,2,6,23,0,0,0,1,75,.78,.194
3987,26,2,6,0,0,1,1,1,75,.83,.1642
3988,12,2,6,1,0,1,1,1,72,.89,.0896
3989,2,2,6,2,0,1,1,1,72,.89,.0896
3990,1,2,6,3,0,1,1,3,72,.89,0
3991,3,2,6,4,0,1,1,3,70,.88,.1642
3992,3,2,6,5,0,1,1,3,72,.83,.1343
3993,26,2,6,6,0,1,1,3,72,.78,.1343
3994,46,2,6,7,0,1,1,3,66,.88,.194
3995,221,2,6,8,0,1,1,3,66,.83,.194
3996,219,2,6,9,0,1,1,2,72,.78,.2537
3997,91,2,6,10,0,1,1,2,72,.78,.2537
3998,94,2,6,11,0,1,1,2,72,.78,.1045
3999,162,2,6,12,0,1,1,2,75,.69,.1045
4000,179,2,6,13,0,1,1,1,75,.65,.1045
4001,175,2,6,14,0,1,1,1,77,.61,.1045
4002,205,2,6,15,0,1,1,1,77,.61,.1343
4003,299,2,6,16,0,1,1,1,81,.58,.1642
4004,565,2,6,17,0,1,1,1,81,.54,0
4005,538,2,6,18,0,1,1,1,81,.61,.2537
4006,431,2,6,19,0,1,1,1,77,.65,.2239
4007,316,2,6,20,0,1,1,1,77,.69,.2239
4008,206,2,6,21,0,1,1,1,75,.73,.1642
4009,130,2,6,22,0,1,1,2,75,.73,.2239
4010,60,2,6,23,0,1,1,1,73,.78,.2537
4011,33,3,6,0,0,2,1,1,73,.78,.1642
4012,14,3,6,1,0,2,1,3,73,.78,.1642
4013,6,3,6,2,0,2,1,3,72,.83,.1642
4014,2,3,6,3,0,2,1,3,72,.83,.1642
4015,9,3,6,4,0,2,1,2,68,.88,.1045
4016,25,3,6,5,0,2,1,2,68,.88,.1343
4017,115,3,6,6,0,2,1,2,68,.88,.1343
4018,309,3,6,7,0,2,1,2,64,.94,0
4019,401,3,6,8,0,2,1,2,70,.88,.1045
4020,275,3,6,9,0,2,1,2,70,.88,.2537
4021,161,3,6,10,0,2,1,2,72,.83,.194
4022,171,3,6,11,0,2,1,1,75,.83,.1642
4023,189,3,6,12,0,2,1,1,82,.74,.1642
4024,207,3,6,13,0,2,1,1,86,.66,.1642
4025,152,3,6,14,0,2,1,1,88,.62,.2239
4026,170,3,6,15,0,2,1,1,91,.59,.2537
4027,335,3,6,16,0,2,1,1,95,.59,.2239
4028,572,3,6,17,0,2,1,1,93,.66,.2239
4029,536,3,6,18,0,2,1,2,90,.7,.2537
4030,425,3,6,19,0,2,1,2,88,.74,.2239
4031,326,3,6,20,0,2,1,3,86,.7,.2239
4032,229,3,6,21,0,2,1,1,86,.74,.194
4033,109,3,6,22,0,2,1,1,82,.79,.1045
4034,64,3,6,23,0,2,1,1,82,.74,.1045
4035,33,3,6,0,0,3,1,1,75,.78,.194
4036,21,3,6,1,0,3,1,1,75,.78,.1343
4037,7,3,6,2,0,3,1,1,75,.78,0
4038,7,3,6,3,0,3,1,1,75,.78,.1343
4039,11,3,6,4,0,3,1,1,72,.83,0
4040,23,3,6,5,0,3,1,1,72,.89,0
4041,122,3,6,6,0,3,1,1,75,.83,0
4042,311,3,6,7,0,3,1,1,82,.79,0
4043,423,3,6,8,0,3,1,1,86,.74,.1045
4044,219,3,6,9,0,3,1,1,86,.79,.1642
4045,135,3,6,10,0,3,1,1,86,.7,.2537
4046,145,3,6,11,0,3,1,1,86,.7,.1642
4047,188,3,6,12,0,3,1,2,95,.59,.2239
4048,147,3,6,13,0,3,1,2,97,.56,.2537
4049,145,3,6,14,0,3,1,2,95,.52,.2836
4050,146,3,6,15,0,3,1,2,97,.56,.2836
4051,258,3,6,16,0,3,1,2,99,.59,.3284
4052,529,3,6,17,0,3,1,2,93,.55,.3881
4053,513,3,6,18,0,3,1,2,95,.59,.2537
4054,342,3,6,19,0,3,1,2,91,.52,.2537
4055,282,3,6,20,0,3,1,1,88,.74,.1343
4056,247,3,6,21,0,3,1,1,88,.79,.1642
4057,148,3,6,22,0,3,1,2,86,.79,.194
4058,105,3,6,23,0,3,1,2,86,.79,.2239
4059,49,3,6,0,0,4,1,1,86,.79,.2239
4060,31,3,6,1,0,4,1,1,86,.74,.2239
4061,4,3,6,2,0,4,1,1,86,.74,.2239
4062,5,3,6,3,0,4,1,2,86,.74,.1642
4063,7,3,6,4,0,4,1,2,82,.79,.1343
4064,24,3,6,5,0,4,1,1,86,.74,.1642
4065,100,3,6,6,0,4,1,1,86,.74,.1642
4066,327,3,6,7,0,4,1,2,86,.74,.1343
4067,432,3,6,8,0,4,1,2,86,.7,.194
4068,227,3,6,9,0,4,1,2,86,.7,.1343
4069,127,3,6,10,0,4,1,2,90,.66,.1343
4070,136,3,6,11,0,4,1,3,90,.66,.2537
4071,160,3,6,12,0,4,1,2,90,.66,.2836
4072,186,3,6,13,0,4,1,2,88,.62,.2836
4073,149,3,6,14,0,4,1,2,90,.66,.2985
4074,189,3,6,15,0,4,1,2,86,.52,.3582
4075,275,3,6,16,0,4,1,2,84,.62,.2985
4076,569,3,6,17,0,4,1,2,84,.7,.3582
4077,540,3,6,18,0,4,1,1,84,.7,.4179
4078,400,3,6,19,0,4,1,1,84,.7,.3582
4079,352,3,6,20,0,4,1,1,82,.74,.2239
4080,234,3,6,21,0,4,1,1,82,.74,.194
4081,162,3,6,22,0,4,1,2,82,.74,.2239
4082,105,3,6,23,0,4,1,1,82,.74,.2836
4083,63,3,6,0,0,5,1,1,79,.79,.194
4084,28,3,6,1,0,5,1,1,75,.83,.3284
4085,14,3,6,2,0,5,1,1,75,.83,.3284
4086,5,3,6,3,0,5,1,1,75,.83,.1642
4087,9,3,6,4,0,5,1,1,75,.83,.0896
4088,20,3,6,5,0,5,1,1,72,.89,.0896
4089,91,3,6,6,0,5,1,1,75,.83,.1343
4090,268,3,6,7,0,5,1,2,75,.83,.2239
4091,466,3,6,8,0,5,1,1,82,.74,.2239
4092,231,3,6,9,0,5,1,1,84,.62,.1343
4093,145,3,6,10,0,5,1,1,90,.43,.2836
4094,203,3,6,11,0,5,1,1,88,.38,.3284
4095,201,3,6,12,0,5,1,1,88,.41,.2836
4096,221,3,6,13,0,5,1,1,88,.36,.2239
4097,229,3,6,14,0,5,1,1,86,.43,.2836
4098,216,3,6,15,0,5,1,1,90,.34,.3881
4099,327,3,6,16,0,5,1,1,86,.33,.4179
4100,557,3,6,17,0,5,1,1,82,.37,.2537
4101,452,3,6,18,0,5,1,1,82,.37,.2985
4102,385,3,6,19,0,5,1,1,81,.4,.2239
4103,288,3,6,20,0,5,1,1,81,.45,.1642
4104,233,3,6,21,0,5,1,1,81,.48,.1343
4105,167,3,6,22,0,5,1,1,81,.48,0
4106,172,3,6,23,0,5,1,1,79,.51,.1343
4107,116,3,6,0,0,6,0,1,79,.47,.1642
4108,95,3,6,1,0,6,0,1,77,.5,.1642
4109,59,3,6,2,0,6,0,2,77,.5,.194
4110,39,3,6,3,0,6,0,1,77,.57,.194
4111,11,3,6,4,0,6,0,1,77,.57,.194
4112,14,3,6,5,0,6,0,1,75,.61,.1343
4113,29,3,6,6,0,6,0,1,77,.57,.2239
4114,42,3,6,7,0,6,0,1,77,.57,.2836
4115,112,3,6,8,0,6,0,1,81,.48,.2537
4116,186,3,6,9,0,6,0,1,81,.45,.2537
4117,302,3,6,10,0,6,0,1,81,.45,.194
4118,331,3,6,11,0,6,0,1,82,.42,0
4119,392,3,6,12,0,6,0,1,81,.4,.2836
4120,371,3,6,13,0,6,0,1,81,.4,.2836
4121,383,3,6,14,0,6,0,1,82,.45,.2985
4122,392,3,6,15,0,6,0,1,82,.45,0
4123,410,3,6,16,0,6,0,1,84,.43,.2985
4124,399,3,6,17,0,6,0,1,82,.42,.2239
4125,307,3,6,18,0,6,0,1,81,.45,.2537
4126,375,3,6,19,0,6,0,1,82,.48,.2836
4127,269,3,6,20,0,6,0,1,81,.48,.194
4128,202,3,6,21,0,6,0,1,79,.51,.1642
4129,187,3,6,22,0,6,0,1,79,.47,.194
4130,179,3,6,23,0,6,0,2,77,.5,.2985
4131,115,3,6,0,0,0,0,1,77,.53,0
4132,90,3,6,1,0,0,0,1,77,.53,.1045
4133,87,3,6,2,0,0,0,1,77,.57,.1045
4134,34,3,6,3,0,0,0,1,75,.64,.1045
4135,11,3,6,4,0,0,0,1,75,.64,.0896
4136,12,3,6,5,0,0,0,1,75,.64,0
4137,20,3,6,6,0,0,0,1,75,.64,0
4138,51,3,6,7,0,0,0,1,75,.61,0
4139,107,3,6,8,0,0,0,1,77,.61,.194
4140,206,3,6,9,0,0,0,1,77,.54,.0896
4141,332,3,6,10,0,0,0,1,82,.48,.1045
4142,346,3,6,11,0,0,0,1,81,.45,.1343
4143,443,3,6,12,0,0,0,1,81,.4,.1642
4144,442,3,6,13,0,0,0,1,81,.4,0
4145,443,3,6,14,0,0,0,1,81,.4,.1343
4146,403,3,6,15,0,0,0,1,81,.4,0
4147,455,3,6,16,0,0,0,1,82,.42,.194
4148,421,3,6,17,0,0,0,2,81,.42,.1642
4149,382,3,6,18,0,0,0,2,81,.45,.2537
4150,317,3,6,19,0,0,0,2,82,.48,.1343
4151,213,3,6,20,0,0,0,2,81,.48,.1045
4152,183,3,6,21,0,0,0,2,81,.54,.1045
4153,114,3,6,22,0,0,0,1,81,.51,0
4154,78,3,6,23,0,0,0,1,81,.54,.0896
4155,32,3,6,0,0,1,1,3,75,.73,.2836
4156,15,3,6,1,0,1,1,2,73,.78,.1343
4157,6,3,6,2,0,1,1,3,73,.78,.1343
4158,2,3,6,3,0,1,1,3,73,.78,.1343
4159,9,3,6,4,0,1,1,2,70,.83,.1642
4160,22,3,6,5,0,1,1,2,72,.83,.1642
4161,94,3,6,6,0,1,1,2,73,.78,.1642
4162,261,3,6,7,0,1,1,2,75,.73,.2239
